TVs ,4
Vs i,11
e DV,11
 DVB,5
DVB ,3
VB g,2
B gr,8
ol 3,10
l 32,6
omms,2
mms ,2
 TV.,22
"TV.
",26
atek,7
teke,8
TV i,29
V wi,29
n AP,14
 API,64
"API,",2
i-me,17
a eq,18
 MHP,25
MHP ,17
HP s,14
"V, d",3
 inb,19
nbui,9
 TV',2
TV' ,2
V' s,2
ue T,55
TV b,26
V br,25
to-a,23
o-ai,16
-air,63
'mus,49
rry',58
 'Te,65
'Tel,48
n Wi,124
s' D,69
' Di,69
h-ca,131
-cap,138
ay-T,10
y-TV,9
-TV ,13
V pr,63
Luci,31
Boro,9
Mozz,1
ozza,10
zzan,14
amo ,610
mo -,6
f. S,7
"rg?""",1
"g?""
",5
"rt.""",3
"rt?""",1
zo m,2
"ys.""",1
"od,""",1
"d,"" ",3
","" s",6
l We,134
ire?,39
"re?""",5
"e?""
",9
"""Of ",3
n 70,167
 lir,71
lira,43
"nth""",3
"h"" s",1
ni. ,11
"i. """,1
". ""H",2
g Ms,18
k As,16
Astr,50
id T,65
oap ,26
llup,7
lup ,6
"MHP,",3
"HP, ",10
ck-m,22
k-me,1
me-u,1
TV f,9
V fr,7
zons,124
'tel,21
gh-d,14
"r I,",27
w ga,86
s Ap,38
"g ""m",3
wer;,60
ry-l,26
V se,34
0145,29
145/,27
0) p,3
'Tow,87
 539,41
539 ,5
39 -,19
/208,27
2085,6
085(,9
85(C,6
cog ,8
'sig,27
5 te,6
com/,1
om/I,1
m/IC,1
/ICT,1
CT m,9
a Hi,115
 Lic,92
Lice,26
CT s,49
 6 d,14
tliv,16
 CoC,3
CoCo,3
oCom,5
Com ,16
om (,51
"ee),",10
P wo,72
Com.,4
oy m,164
copp,129
e UM,55
TS f,15
S fr,51
Argu,35
Beau,82
r-or,37
a PA,2
 PAY,1
PAYE,1
AYE ,1
YE t,1
E ta,6
"""auc",1
4 hi,4
5 pa,48
frea,29
bul.,85
 CEP,83
CEPT,17
"EPT,",4
"PT, ",15
"T, o",13
ogy-,57
gy-n,20
-neu,103
'net,15
g' a,126
n' l,38
"""e-l",1
"g"" f",1
Affo,10
94 o,79
06 m,41
EU-t,6
U-te,3
ile-,37
e-ph,10
s UM,1
te-r,98
"23,0",2
"3,00",29
ur V,56
c. n,6
"fed,",30
ty/p,6
y/pr,5
dd f,82
r UM,9
ercl,25
rcla,25
'sof,97
'co-,12
Tari,81
"""co-",3
On l,20
 97(,2
97(1,1
7(13,1
(13),5
"13),",21
"), M",33
d-fr,41
ae u,1
kly?,25
Glan,58
s (I,178
 (IA,81
(IAS,25
IAS),14
AS).,26
 IAS,146
IASC,42
ASC.,1
ASC ,6
SC t,10
SC i,21
"ASC,",3
"IAS,",4
IAS ,24
AS s,59
n zu,1
zu v,1
"iel,",16
SC (,2
C (I,6
asht,30
shtr,8
htra,10
 (Ru,1219
(Rul,1211
114),3
14):,3
"4):
",2
 392,19
392 ,11
0186,19
186/,18
86/1,10
0157,36
157(,16
57(C,13
9 RE,1
 REV,13
REV1,2
EV1 ,2
V1 -,2
BC l,3
14 2,5
4 20,34
C br,6
ef W,3
f Wh,11
Whip,2
BC N,2
C Ne,3
BC s,6
C sp,6
" ""BB",1
"""BBC",1
"BBC""",1
"BC"" ",1
"C"" d",1
ir's,87
ew 8,1
w 8C,1
 8CO,1
8COM,1
10 n,145
": ""c",6
en..,11
"."" o",1
"r ""t",11
"pts""",1
"s"" ?",2
n) P,4
rt Z,9
b ov,27
hén ,49
én (,1
hén',10
én's,8
sunt,38
sunb,16
nbat,10
Tigh,23
"o, D",16
tt m,23
t Mc,55
na (,65
a (A,34
m Ne,34
rl t,5
rgaz,4
seag,30
agul,5
gull,23
sea:,12
) Du,54
d (I,105
 (IO,14
(IOP,5
PCF),4
F) h,14
PCF ,11
CF a,14
"""Mus",1
"s"" r",4
""" ru",3
"e"" r",6
l. C,13
S sp,15
a au,51
eltz,4
ltze,5
tzen,6
 'Br,60
'Bru,20
ls S,123
Spou,2
' eq,12
"gre,",47
oari,97
-048,130
0487,14
0452,15
452/,17
rgia,2826
gia',165
ms G,3
"gia,",518
akaw,39
kawa,39
h Os,312
 Oss,364
Osse,367
seti,370
d Ab,236
 Abk,365
Abkh,369
bkha,369
khaz,366
hazi,415
azia,391
zia ,228
y Ab,14
zia.,67
gia ,1300
asia,313
u: c,9
u ci,33
nsca,136
scau,90
cauc,95
m Ab,28
 Tif,2
Tifl,2
flid,1
ida.,20
gia.,384
aniz,4666
niza,4374
37/0,18
: Wi,18
ji i,23
0 Cu,5
ba t,124
ba g,5
h Cu,185
U Ag,25
uba;,15
CHO-,8
HO-f,8
O-fu,5
ba b,60
CP A,30
P Ag,5
"r, (",9
0) 1,16
147),1
"47),",1
"7), ",93
hipe,103
pe V,102
"rde,",55
caro,32
eg I,17
g II,31
s Gl,71
- e.,11
g. R,11
naul,239
lt's,75
lsto,141
e Gy,33
 Gyl,12
Gyll,10
lenh,15
nham,31
 Met,222
Meta,31
' Fe,13
", Bi",44
ao o,15
", AB",6
"B, R",1
cy T,17
"uin
",4
rms;,97
eve:,45
H-05,184
-050,118
0507,19
507/,17
11 O,44
"nen
",13
mn. ,6
rd F,27
0445,13
445/,14
: Ex,32
Expo,252
ds H,29
n (H,166
80/0,8
o Ex,4
rt R,89
ol 1,35
UK A,4
K Ac,1
thsp,2
hspe,8
spey,2
pey ,5
gas-,61
as-f,24
s-fu,12
Gas-,1
Meth,47
gas),10
"as),",12
g. a,12
 EEV,33
EEV ,4
EV l,1
V le,3
vy v,33
es)?,6
"s)?
",11
06 e,64
6 em,12
Dero,21
EV c,2
gy- ,6
y- a,33
el-n,1
l-ne,11
l-dr,35
gas.,340
67/0,11
", eE",2
ct's,142
t eE,6
o e-,30
 TED,1
TED/,1
ED/T,1
D/Te,1
/Tel,1
com.,16
f eE,12
tc t,2
r Fä,116
o eE,1
rech,195
ch 3,58
0477,14
477/,23
n SM,376
 SMU,32
SMUs,31
"MUs,",7
"Us, ",15
s ae,41
" ""Im",5
"""Imp",5
a 14,52
14-p,5
4-po,5
7 pa,44
Broe,356
roek,377
oek.,46
 296,67
296 ,52
mn w,121
0438,13
438/,16
38/0,12
t: L,64
: Le,38
 Zab,26
Zabe,24
ll's,155
i-do,54
-dop,48
dopi,379
43 l,10
0504,8
504/,8
04/0,77
: CO,3
CONN,21
ONNE,21
NNEC,21
NECT,21
ECT ,35
CT i,66
e 51,91
 517,6
517 ,7
17 p,46
02 b,287
0505,18
505/,19
05/0,72
 (ed,4
(edu,4
"n, 9",26
 267,20
267 ,12
91 p,9
T is,227
s: D,32
"ECT,",1
ECT.,3
"CT.
",27
"""Lea",2
Lear,298
CT d,10
T di,31
T sa,4
2. I,25
aby.,23
 Am ,11
Anas,153
ssop,151
sopo,173
re 9,79
CT a,50
T ac,33
0506,16
506/,15
g Fu,15
dio?,5
"io?
",14
my Q,9
o 67,33
 67.,19
IA P,47
A PL,11
 PLU,12
oys.,189
015;,10
5; a,11
S al,51
"LUS,",2
010-,105
-201,1878
nal:,42
l: o,50
US f,153
S fo,132
"lms,",86
emas,80
47 t,17
82 w,11
7.44,1
m JR,1
RC n,9
C nu,1
RC u,2
C un,12
- De,71
nt [,36
9)11,2
)114,1
2169,4
o-nu,24
gma.,49
RC a,66
 EAE,8
EAEC,8
AEC ,5
EC h,33
9 sp,10
oca',4
d; n,69
 60s,17
GC n,21
JRC.,6
"RC.
",76
yl i,39
e (J,13
 (JR,5
(JRC,5
JRC),5
RC).,6
l C ,35
e R&,17
R&D ,135
&D b,4
D bu,7
"JRC,",3
Toml,256
omli,256
n od,51
"""no ",21
"ste""",1
JRC',3
RC' ,6
RC w,22
r JR,3
RC s,10
C si,15
 (Is,4
(Isp,1
"pra,",5
ten),8
 (Ir,6
(Ire,4
"g, D",10
ria),25
a) t,59
deac,27
"f: """,3
 NIR,2
NIRA,1
IRAS,1
RAS ,1
AS [,1
S [B,1
 [Be,1
[Bel,1
Fiss,3
Mate,124
als],1
ls] ,1
s] r,1
] re,6
"byl,",94
ts V,31
Mant,76
ntov,75
tova,91
el 3,41
R 23,83
r: f,116
01 c,60
"""pos",4
ij v,4
j va,4
van-,6
an-G,16
n-Go,13
-Gor,3
o: n,18
 (Sw,5
(Swe,5
den),12
"en)
",3
92/1,76
2/12,13
/12/,34
12/E,66
0)29,1
)295,1
295 ,17
118(,14
meld,9
elda,6
ldan,2
ansk,118
"nsk,",61
 Bee,99
Beer,59
renb,6
5 (3,9
 (3),60
Acro,100
"s ""N",4
"""Nor",5
17 d,39
7 da,28
 175,190
"175,",26
' 'l,2
ti c,55
ly (,112
y) u,3
) up,5
 vod,202
vodk,216
odka,251
dka ,138
e Ör,13
In q,18
chna,7
hnap,1
apps,4
pps ,3
aneg,4
negy,3
egyr,3
gyri,4
(who,41
eak),3
"ak),",1
"k), ",16
"f, k",8
"U, m",81
95.3,2
5.3 ,21
.3 o,59
hol?,4
l Sw,28
camo,41
mouf,37
oufl,37
ufla,37
den!,8
y DG,65
DG-V,1
G-V ,1
-V i,1
h (h,2
 (hi,10
(hid,1
ol.',1
hen!,14
Proh,37
oly:,2
o Gö,4
94 r,42
n) d,7
) de,85
g 21,16
ne-n,4
w Sw,35
"h, -",3
 Sac,377
Sacr,107
acré,98
créd,97
réde,98
édeu,97
i-al,5
"C, 9",32
2/49,12
/49/,27
49/E,33
92/9,86
2/96,153
3/22,36
/22/,26
22/E,28
s [(,3
[(CO,2
 748,3
748 ,3
014 ,189
14 (,14
d-pa,110
Howa,22
rd D,49
w Fi,180
ws E,42
e FS,47
 FSA,32
FSA ,119
rry?,6
0144,32
144/,35
"rs,
",12
I. o,9
s 69,13
 69/,5
9/16,2
/169,2
69/E,30
00)7,16
0)76,2
)76 ,2
0137,34
137/,31
038(,7
38(C,22
")],
",11
o 91,20
 918,3
918/,3
18/8,2
8/83,5
/83 ,11
83 a,20
0138,43
138/,40
039(,10
39(C,19
15 l,23
5 li,36
m Es,51
Bs r,1
 6 l,5
La P,23
Pali,68
ax k,5
x ki,7
7 ti,23
4% h,7
hit-,21
ew 6,5
w 6 ,5
d Es,134
"6, p",57
06 u,4
6 un,24
o 64,35
64 l,1
4 li,12
"unk,",38
U im,104
U ne,464
o Es,52
hol),1
175 ,137
5 ta,24
p: i,25
lf-j,4
f-ju,4
we R,7
ncoc,44
coct,46
oct ,11
me-m,28
Vodk,7
Exci,38
lä s,2
ä sa,2
h Es,63
g Es,27
175.,17
"75.
",84
At R,2
. 1 ,16
"ärm,",34
ude),12
 333,23
3330,6
30/9,70
0/91,10
/91 ,51
 [(1,2
[(14,1
(141,3
1410,3
4100,4
- 01,2
 013,3
162 ,52
62 (,3
2 (C,30
AT d,51
10 5,8
0 50,7
0 en,51
cs n,64
IM I,3
M In,2
gly?,22
"ell""",3
"ll"".",3
 inr,29
inro,29
nroa,31
IM a,10
Edic,2
dico,12
f Vl,12
vich,171
 Gus,84
Gusi,8
nsky,31
st-M,18
t-Me,2
Buty,1
utyr,1
tyrs,44
yrsk,1
rsky,4
ky's,25
Doll,37
Spit,6
g Im,2
iris,42
im g,112
Echo,42
a Ru,195
g Ka,48
ashn,25
shni,15
hnik,21
niko,53
ikov,44
ov r,59
v ri,3
ye C,2
arew,62
l Ta,39
 Tac,116
Taci,111
vult,15
d 'M,49
elsm,11
lsma,11
rok),2
"ok)
",1
ON i,7
151 ,52
51 d,9
(Hec,80
ng)),1
g)) ,1
)) M,4
 576,5
576 ,9
0236,31
236(,10
36(C,21
)] a,17
] am,5
81/1,9
0237,42
237(,12
re.),7
"e.)
",21
 Lal,150
Lalu,152
umiè,148
mièr,151
0488,17
po o,31
-049,111
0494,11
494/,12
Pasq,72
ua o,10
38a ,13
8a o,18
y-fu,42
e Ts,44
308.,20
08 m,44
 Lub,52
Lubb,17
go ',7
o 'l,24
'lob,12
"191,",14
191?,1
"91?
",3
axit,60
ym i,1
"o, à",1
", à ",8
la V,50
a Vo,21
Volt,42
ves!,45
08 i,181
ig P,6
ilt?,9
lem-,59
em-s,35
m-so,34
ze u,45
 pom,76
pomp,66
afri,8
friq,3
 Gru,96
Grun,50
ndtv,33
dtvi,33
tvig,36
"vig,",10
 doy,5
doye,5
oyen,55
 Lok,6
Loki,3
oki ,12
0315,25
315/,21
ira;,5
"ra;
",1
0475,15
475/,25
ul C,83
ki. ,10
r Ci,180
Capa,64
f WE,25
n Op,62
 Opo,21
Opor,23
WEU;,1
Arma,62
e-cr,43
ère.,24
g 'n,103
Plev,2
eri.,19
ad F,8
Fouc,8
het.,54
ki -,30
ims:,63
"g, S",40
ntap,70
 US?,23
"US?
",24
SA d,39
NO f,4
N ch,12
BM t,1
M tr,6
d DM,6
M 17,1
17.5,41
- 0.,11
0.00,75
.000,8
029%,1
29% ,29
rm N,4
ra S,75
Malo,77
"alo,",16
" ""fi",28
"""fir",7
c ax,16
axio,22
xiom,19
iom ,14
w nu,223
indm,43
dmil,54
t. R,25
BM s,1
M sy,17
lub?,5
"ub?
",7
ye-o,14
de Í,1
e ÍÁ,6
 ÍÁÔ,23
ÍÁÔÏ,22
"ÁÔÏ,",5
"ÔÏ, ",5
"Ï, e",1
re Í,1
ÁÔÏ ,15
ÔÏ f,1
Ï fa,1
"b, k",4
oot?,8
tirs,20
umie,3
To L,2
tic!,16
le N,97
ATO?,11
vre?,4
-tog,15
unn ,44
 RUC,13
RUC ,11
UC a,22
UC i,17
y io,2
da v,21
x EU,19
r OC,8
 OCC,8
OCCA,6
CCAR,5
CAR ,9
EU-N,48
U-NA,38
WEU/,2
EU/N,8
U/NA,8
/NAT,20
ra C,58
ps j,57
of Í,6
f ÍÁ,5
ÁÔÏ.,2
"ÔÏ.
",2
O ob,39
l 60,11
th Í,3
h ÍÁ,3
-dim,71
nchp,35
chpi,33
hpin,33
gh ',32
h 'm,21
If (,1
f (a,5
 be),4
be) ,3
"O, f",30
ke 5,14
bipo,31
WEU.,25
nt/A,1
t/Au,1
/Aus,6
Bruc,6
 Bai,92
Bair,11
ypog,5
"ada""",2
"da"".",2
"a"". ",1
"a"".
",8
Maje,75
ajes,85
Quee,113
ba (,15
a (T,9
 (TD,8
(TDI,6
TDI),3
DI).,5
"I).
",72
40(4,4
d (5,6
"), 4",16
 41(,3
41(7,1
1(7),1
 65(,6
65(2,1
5(2),58
s (7,10
(721,1
7217,1
0/08,21
S)) ,103
"ve)
",5
99/3,21
9/31,5
/311,4
311/,25
9 ad,13
n (T,53
(TEM,3
TEMP,10
EMPU,9
MPUS,11
PUS ,9
US I,5
III),27
II) ,66
I) (,38
) (2,27
006),341
06) ,179
6) (,32
)018,9
184 ,20
231/,22
r 2n,3
162(,22
62(C,19
­001,3
244(,10
146(,10
46(1,9
nst?,35
014(,15
14(C,23
) 76,9
038 ,5
38 (,10
8 (C,15
) 11,14
Pann,72
uitl,75
dozi,11
ozin,14
ot P,131
us .,8
eyso,1
yson,3
'And,13
at?',14
t?' ,15
?' y,4
' yo,20
 184,69
1848,23
"848,",5
"8, d",33
54 w,22
unn;,1
nn; ,7
uil ,21
ifoo,29
89/5,13
9/55,12
/552,12
ecy',4
L) N,19
g (a,24
 (ap,30
(app,30
ear),33
ar) ,47
uguê,5
guês,5
uês ,3
ês S,1
Suav,1
uave,4
ave',23
d sn,37
05 w,185
41 f,9
1 fe,2
op -,25
 sku,26
skul,26
kull,24
p 60,6
Snuf,1
) Sm,13
 Smo,24
lls:,24
"m, q",36
75 o,61
 54.,30
"54.
",31
", Ai",58
r' t,45
it-f,15
94 d,30
4 de,62
'tob,5
o' d,12
ls 5,10
ys 4,5
maco,124
- fu,77
m -a,1
o sk,112
ke-f,74
d 'l,84
i-to,34
-tob,13
mas:,9
k Ci,5
"bus,",65
ix l,69
V) F,19
tom:,4
 'My,17
'My ,21
tom',42
m' b,14
lt D,12
ltib,8
g 3.,25
a 'r,95
'rec,85
n B4,7
" B4,",2
"B4, ",2
'mis,28
"""tak",6
 'pi,36
'pic,5
N se,24
n 'W,22
0: g,5
95 B,16
5 Be,6
189 ,43
89 c,18
ropC,1
opCo,1
pCom,9
 G77,26
G77 ,25
77 b,14
7 br,9
s. V,10
b-sh,3
h. S,25
did!,10
 CED,40
CEDA,12
EDAW,10
DAW ,3
AW o,1
W op,1
c. C,3
+5 c,1
+5 a,1
"q, L",6
V/AI,392
/AID,392
S wa,61
w Be,54
ow-o,31
w-on,27
" +5,",1
"+5, ",5
r; I,91
g Ca,98
ug-t,81
g-tr,68
x ed,45
t HI,132
Nica,253
ua a,78
De B,8
+5 i,1
+5 C,4
unho,50
nhol,61
Vara,5
raut,128
"lém,",1
"ém, ",4
aw C,52
hai.,8
ing+,2
ng+5,2
g+5.,1
"g+5,",1
UN l,48
N la,9
. Wo,63
o 66,32
 662,7
"662,",1
ee..,3
ojo ,82
jo h,8
- Hu,27
EU-T,115
U-Tu,111
-Tun,43
5 Ba,9
ab M,32
b Ma,29
Or b,4
bulw,45
ulwa,45
lwar,103
wark,46
bi t,21
Ali',9
li' ,13
irki,36
ps q,28
eb U,26
b Un,30
Emig,10
sk T,13
Jaim,13
ouff,5
ffik,2
He u,34
ik's,18
N Sp,77
supi,13
wd i,10
nia;,62
a; i,107
ub e,2
b ec,3
: 'Y,67
ul q,25
ox m,26
1800,11
0 ex,82
rat?,6
Bos.,4
"st.""",3
ik e,4
li h,84
r Ab,154
Abit,23
bitb,20
itbo,20
tbol,20
Isol,23
a As,51
g ig,114
nt 7,220
ary:,179
: ve,27
ia k,38
acy?,122
"a, j",97
rme.,4
"WTO
",4
0489,14
489/,11
"eza,",10
WTO;,15
"TO;
",4
0490,12
490/,14
za m,23
oc E,5
c Ec,135
rp -,5
my's,129
efed,79
d: h,64
O im,10
c WT,4
ult;,47
lt; ,60
y; C,9
; Ch,24
ia j,149
d; g,14
ow L,43
33 m,52
n WT,78
weir,8
eird,8
s: E,131
ina-,36
na-W,1
a-WT,1
-WTO,10
 Mao,136
Mao ,26
ao T,19
o Ts,10
 Tse,14
Tse ,5
Tung,21
ot (,8
t (b,30
"st),",15
une-,10
e-te,37
-tel,13
Wei ,40
ei J,40
i Ji,47
 Jin,71
Jing,41
ngsh,40
gshe,42
"eng,",29
eng ,62
 fug,47
fug ,3
na? ,1
a? D,1
ky-p,3
lf-y,86
f-ye,99
"O, C",12
uaki,3
ri-b,15
i-bu,44
hy U,11
S fa,15
- 40,12
na y,5
a yi,4
d 96,17
 96%,29
96% ,34
gg a,26
 o'c,120
o'cl,120
'clo,159
ck I,63
ds 5,12
5 o',8
34/0,10
 'ce,52
'cei,5
.10%,8
ks..,3
7% p,7
% pr,91
P by,73
hrif,78
006?,32
"06?
",30
 2 l,15
46/0,9
: Pl,10
 Osp,3
Ospa,3
ka f,49
AR d,4
R de,14
Cap ,26
ap L,4
La H,25
l 'a,20
ek H,2
k Hi,6
k id,29
 46/,3
46/9,64
e Ae,130
 Aeg,133
Aege,136
egea,138
O ex,28
 'Dy,1
'Dyn,1
Dyna,13
c Mi,31
 Mix,8
Mix',1
" , T",4
slet,26
0 Tu,31
o 'm,46
ek D,13
O Su,60
-nei,32
helf,123
eek-,79
ek-T,15
k-Tu,15
ee H,5
ct R,50
CE i,97
"zia,",64
ya r,30
SCE',49
CE' ,11
Shev,31
heva,79
rdna,67
dnad,28
nadz,32
adze,45
"dze,",22
riar,173
iarc,171
: Eg,4
n Up,29
r Eg,69
Copt,107
n Eg,530
 El-,19
El-K,5
l-Ko,3
-Kos,4
Kosh,6
sheh,7
heh ,3
eh w,13
pt. ,39
ptia,470
At e,32
h Eg,112
: Si,25
 Sig,31
ro-1,35
o-11,31
-11 ,47
11 W,1
1 Wi,1
11 h,37
-11.,4
11 d,64
FIN;,1
IN; ,1
N; t,3
rup.,5
 E-1,14
E-11,4
"-11,",7
fin?,3
 Try,6
c. Y,12
Up i,2
unn.,6
nn. ,9
No g,34
k Is,27
nk's,398
's ',196
'Chi,22
na W,50
 Pov,237
n-Ti,4
-Tib,15
 Amd,4
Amdo,4
"mdo,",2
mdo ,2
: Ef,4
m dy,19
25 O,79
-gat,41
u. T,21
i. T,17
CE C,18
E Ch,18
'fol,10
"N, S",3
. Ca,68
SCE?,2
"CE?
",2
"N, p",10
' s?,3
" s?
",3
0471,18
471/,16
71/0,10
f P-,1
 P-9,1
P-90,1
90 r,30
' et,17
 8 J,106
uct?,28
ode',25
 7 h,10
7 ha,129
abac,54
iar?,3
'cop,10
t' t,124
 FPO,3
FPO ,2
PO i,5
ia-w,3
a-wi,11
m.).,8
f 8 ,162
 974,5
974/,8
74/9,70
4/98,189
0/13,10
/137,1
S) a,88
1103,4
03/9,76
/134,1
134(,7
S) b,13
10.0,50
16 J,162
ca [,5
) 20,34
11/1,7
2114,2
114(,9
"8, H",6
Mitc,416
a (H,57
(Hon,2
"gua,",58
El S,123
ala),3
la) ,1
a) r,9
) re,252
"20,0",20
(10%,3
ebt),4
bt).,1
"t).
",151
lds:,33
Mayr,1
ayra,2
a An,69
na G,120
a Gu,106
utié,161
tiér,161
iérr,162
érre,161
sé A,24
é Am,1
Aman,8
ncio,23
io M,126
ndoz,10
doza,6
"oza,",11
Gera,72
rard,108
Rigo,23
igob,3
gobe,3
Menc,4
nchú,1
chú),1
hú) ,1
ú) w,1
lm m,46
vy y,13
sé p,6
é pr,14
p es,101
t 62,28
 62%,40
62% ,37
s; E,31
pos',21
Cald,83
deró,23
erón,26
ón g,1
m La,126
Robb,6
ths;,65
hs; ,67
"d, H",87
19 N,95
e: N,17
: No,89
18-1,14
-19 ,21
19 1,2
9 19,1
ft 2,25
awl ,36
wl t,4
x: t,11
a. Y,7
ida ,145
op j,47
ane:,4
vo j,5
leit,54
eitm,36
itmo,35
tmot,35
tif ,29
ext:,111
xt: ,96
y Ni,90
ua h,13
ese',41
"a, V",66
", Ve",83
nvy ,87
ow J,21
w Ju,7
250m,6
0m r,4
- Ho,13
lm F,7
e RP,5
 RPR,7
RPRC,1
PRCA,1
RCA ,10
CA t,5
t-Mi,9
nagu,20
 50m,8
gua.,34
hmit,267
g Do,38
 [(S,1
[(SE,1
 271,24
271 ,20
71 -,21
157/,44
/214,31
2148,5
148(,13
48(C,19
r: g,16
ys 1,32
um j,27
ith:,73
h: C,2
"C, m",16
itt',72
Merk,476
erke,466
rkel,490
kel ,363
n CD,12
"CDU,",7
"DU, ",8
Doze,27
leg-,11
eg-u,3
CR -,7
R - ,40
empu,110
fugi,44
ugit,43
git!,1
lem',34
f om,70
citu,6
"gee,",26
 'Du,7
'Dub,4
m' p,19
ji w,10
HCR.,29
"CR.
",32
we G,87
w Ho,19
st-s,173
upbe,23
pbea,24
mo a,88
Exil,7
TL 7,1
L 70,1
 me?,44
me? ,12
"lp.""",1
"p.""
",2
n-sh,193
ux m,8
" EU
",44
ns [,33
 349,15
349 ,15
2122,2
ak-i,4
k-in,46
04 i,130
"1, v",2
"deo,",14
Grot,24
roti,56
otiu,24
An W,1
Werg,2
"gry,",49
83 C,4
3 Co,66
 Pik,8
Pike,3
GAL ,2
qué.,16
"ué.
",17
fo-b,1
o-ba,50
-tri,60
h ps,26
bets,22
0154,44
154/,34
m ow,42
i-ab,19
-abu,18
n 7%,12
 7%.,24
e 45,147
"450,",9
"50,0",35
U ev,52
I sm,5
Es o,59
oul-,35
ul-d,22
ME i,23
icra,18
ME w,9
E wo,25
hr w,6
ow-k,24
w-ke,24
-key,26
k; a,45
 Pay,234
tc..,19
...-,1
..- ,1
.- t,1
t: b,80
: bo,92
n: N,9
Non ,8
n e ,5
 e m,1
mai ,41
ai t,27
ppo ,3
po t,24
Peli,37
ka r,53
e Gö,50
Görl,37
rlit,5
litz,24
tz b,10
z bo,2
my E,68
hthe,11
 6 A,64
6 Ap,183
 19/,11
/20 ,34
the:,4
"he:
",3
l (S,15
 (Sa,11
(San,4
 19-,33
19-2,23
-20 ,86
0492,18
492/,19
0493,16
493/,21
"zog,",78
zog ,119
og c,8
Lunc,1
ica-,53
ca-E,36
"0th,",5
s. U,52
. Us,8
 Usi,13
WEU',10
ki G,13
'Ins,10
6 ch,13
 8. ,8
8. W,5
ld 1,48
16 w,51
"c, 1",4
h Hu,97
"d, 7",24
"a, 6",5
"a, 5",13
c Po,93
pe 2,1376
02 A,12
2 Ac,5
"All,",29
r Sm,138
 Sma,445
 Ent,229
o. G,7
. Gr,38
"l, X",2
", Xa",9
 Xav,14
Xavi,8
rn D,508
Dime,463
t-ap,24
te W,51
Schä,78
chäu,21
häub,21
äubl,27
co S,41
 5 J,134
ago:,88
go: ,116
o: a,37
Biar,35
ritz,50
tz S,3
z Su,2
y Gü,3
ünth,66
On R,9
ya c,78
 425,40
425 ,29
 426,4
426.,2
", Eh",4
"rak,",29
22 y,47
Hare,4
ez e,8
z el,3
 el ,22
"u, q",10
nen:,4
e eL,19
 eLe,40
eLea,44
'sin,47
ps F,7
dro ,67
l Ec,407
d: r,54
hot',1
ot' ,42
am ',5
989-,21
89-9,8
9-90,7
"-90,",4
"0, n",60
got.,26
wani,47
Rau ,2
"t, V",132
"g, J",12
ng?',17
g?' ,2
"ipt,",9
og a,83
h Cr,294
I ci,35
ateh,95
teho,96
ootn,58
otno,58
tnot,59
t eb,6
ebb ,7
bb n,2
b no,16
u ef,6
ir-A,3
r-Az,3
-Azn,3
ga-f,4
roso,3564
osof,85
phy?,7
If v,16
lfin,44
ngs',117
gs' ,121
", 3-",3
 3-2,5
3-2 ,1
-2 a,3
cup ,67
Bayr,10
ayro,33
yrou,9
rou ,19
uicy,14
q or,54
nco-,164
co-G,118
o-Ge,129
-Ger,233
f-ap,37
"""enh",5
i-sp,64
ath-,32
th-k,7
h-kn,7
-kne,9
ma g,50
GC c,25
"C, g",4
0 cl,31
g Fe,16
o Ni,121
 Due,24
o-mi,24
badg,50
c U-,1
xt P,236
diri,39
irig,39
igis,38
gism,34
sme ,27
tata,12
Josc,33
osch,226
schk,39
chka,34
hka ,34
ka F,38
ll-w,46
l-wa,8
lker,53
ook:,17
ok: ,19
k: ',32
'In ,76
thun,55
 Dee,32
Deep,67
o' v,197
bret,10
ethr,13
PE w,21
g. E,14
. En,29
 Enh,21
zog',22
 Ved,46
Vedr,5
ire;,39
u: s,7
ac a,117
o -t,1
 -to,16
-to ,20
ig v,18
U. H,4
"c, l",129
nkne,108
ès o,24
 oxy,81
oxyg,70
xyge,71
ygen,73
t ox,8
laur,183
poig,36
oign,113
rthd,168
thda,168
hday,168
" ""Pl",8
"""Ple",5
"urs""",2
Kyi.,45
"yi.
",46
Atto,32
ttor,93
 Nia,18
Nial,12
 Fen,12
Fenn,2
"""ask",2
"cy"".",2
"y"" h",6
"d ""R",7
" ""Rå",1
"""Råd",1
Råde,1
ådet,1
"det""",1
"et"",",2
5-05,262
"ira
",4
"38:
",3
 'or,96
'org,34
gane,12
ane',11
e' h,68
d o ,2
 o u,1
h 'o,11
'bod,5
 'Gr,68
'Gre,50
Grem,1
My k,3
hy R,27
f 7%,18
 7%?,2
"7%?
",3
1 da,34
 8%.,29
6% l,7
erdr,37
rdra,28
7% a,63
% ab,31
17 S,56
shuf,71
huff,75
Tita,40
bog.,2
Simo,116
Cred,337
U Si,8
370m,3
70m ,9
0m p,9
6 ti,17
500m,14
0m c,6
- dr,37
"y ""G",2
ody!,3
"dy!
",14
"eet""",2
so! ,3
o! I,2
! I ,17
) Ev,42
V) S,10
"C, r",14
a (R,18
-052,76
0522,10
522/,9
til',8
rtcu,33
tcut,32
t 'd,50
ced',24
a Vi,224
do-s,27
n 'w,46
'war,44
ext!,13
"xt!
",13
"w, 6",12
60 y,202
1940,70
940 ,22
'suc,21
- In,237
rol;,42
19 w,38
nge;,116
24 w,29
ve x,1
ackp,18
ckpo,81
kpoo,6
ock;,12
